filename,adaptiveGreedy_ku_lst25x150__hsh,greedy_ku_lst25x150__hsh,adaptiveGreedy_ku__hsh
heuristic_001.hgr,2.887968301773072,2.9013893604278564,1.195554256439209
heuristic_002.hgr,8.329498052597046,8.047534704208374,2.4280827045440674
heuristic_003.hgr,0.8066127300262451,0.2942266464233398,0.2261507511138916
heuristic_004.hgr,0.4033911228179931,0.3499984741210937,0.2784607410430908
heuristic_005.hgr,0.1307795047760009,0.1260063648223877,0.1893625259399414
heuristic_006.hgr,0.2336912155151367,0.2821724414825439,0.200024127960205
heuristic_007.hgr,24.227428436279297,24.569072484970093,8.794602870941162
heuristic_008.hgr,0.0907225608825683,0.1741175651550293,0.0635402202606201
heuristic_009.hgr,0.0938470363616943,0.3395941257476806,0.0641989707946777
heuristic_010.hgr,10.987647533416748,12.494438409805298,4.007486343383789
heuristic_011.hgr,0.6043949127197266,1.0874569416046145,0.3931975364685058
heuristic_012.hgr,9.490379095077516,12.81181812286377,3.244692325592041
heuristic_013.hgr,14.911514520645142,15.567296743392944,5.273150444030762
heuristic_014.hgr,10.741265535354614,8.742570161819458,3.392395734786988
heuristic_015.hgr,25.58723759651184,22.9987530708313,9.388872146606444
heuristic_016.hgr,10.657840013504028,11.005277156829834,4.160604238510132
heuristic_017.hgr,22.29302167892456,19.48329496383667,9.52144479751587
heuristic_018.hgr,20.282079219818115,22.30975246429444,9.978851556777954
heuristic_019.hgr,17.61759042739868,13.836487293243408,6.945425271987915
heuristic_020.hgr,19.65237259864807,18.07033133506775,10.449352025985718
heuristic_021.hgr,3.2862937450408936,3.5630905628204346,1.5136077404022217
heuristic_022.hgr,17.206788301467896,15.353792190551758,6.42752742767334
heuristic_023.hgr,11.917794704437256,15.271522045135498,8.319129943847656
heuristic_024.hgr,7.547929763793945,4.853417634963989,1.913807392120361
heuristic_025.hgr,9.659991979599,11.55727219581604,3.266387939453125
heuristic_026.hgr,12.297094583511353,12.013642311096191,7.650531530380249
heuristic_027.hgr,6.826629877090454,6.13119912147522,3.143918752670288
heuristic_028.hgr,0.7111861705780029,0.6736423969268799,1.4701602458953855
heuristic_029.hgr,0.8866293430328369,0.5776259899139404,0.8361232280731201
heuristic_030.hgr,0.9922552108764648,0.719886302947998,0.6323754787445068
heuristic_031.hgr,9.035261154174805,11.33910870552063,5.276362657546997
heuristic_032.hgr,6.641366004943848,7.1832475662231445,4.119830131530762
heuristic_033.hgr,13.409128189086914,17.827767372131348,7.673099517822266
heuristic_034.hgr,0.5386497974395752,0.2702929973602295,0.3003594875335693
heuristic_035.hgr,5.12652850151062,6.853846788406372,2.962977886199951
heuristic_036.hgr,0.2499086856842041,0.2360379695892334,0.238797903060913
heuristic_037.hgr,0.277008056640625,0.4541244506835937,0.1455636024475097
heuristic_038.hgr,11.76961374282837,12.377988576889038,7.122641801834106
heuristic_039.hgr,7.740798234939575,7.334223031997681,2.21467661857605
heuristic_040.hgr,2.008573770523072,2.389014959335327,1.1130919456481934
heuristic_041.hgr,26.78766894340515,31.611841678619385,14.146158933639526
heuristic_042.hgr,9.274904012680054,8.989418506622314,4.764196872711182
heuristic_043.hgr,0.2611370086669922,0.2514333724975586,0.1482825279235839
heuristic_044.hgr,5.98633599281311,6.224395751953125,2.629679918289185
heuristic_045.hgr,2.6275548934936523,3.068022489547729,1.2377164363861084
heuristic_046.hgr,15.961571216583252,18.08324933052063,5.152673721313477
heuristic_047.hgr,2.521992921829224,2.204873561859131,0.947504997253418
heuristic_048.hgr,5.375600337982178,5.614769220352173,1.978818655014038
heuristic_049.hgr,0.4969398975372314,0.4774577617645263,0.2171103954315185
heuristic_050.hgr,0.367279052734375,0.2159316539764404,0.0897841453552246
heuristic_051.hgr,2.468596935272217,2.426546335220337,1.2586283683776855
heuristic_052.hgr,8.936239004135132,7.349974155426025,3.220963478088379
heuristic_053.hgr,16.324018478393555,15.066425800323486,5.721585750579834
heuristic_054.hgr,14.343596935272217,13.870379447937012,4.420738935470581
heuristic_055.hgr,10.569984674453735,9.602582216262816,3.69487977027893
heuristic_056.hgr,0.0829801559448242,0.1493704319000244,0.0764126777648925
heuristic_057.hgr,7.513364791870117,8.181671380996704,3.712289810180664
heuristic_058.hgr,0.2283430099487304,0.250211238861084,0.1646130084991455
heuristic_059.hgr,16.27436900138855,15.294990062713625,4.682600021362305
heuristic_060.hgr,15.230600833892822,19.646849870681763,9.552730798721312
heuristic_061.hgr,0.1579291820526123,0.3064582347869873,0.1073055267333984
heuristic_062.hgr,25.035583972930908,26.18089818954468,8.64160943031311
heuristic_063.hgr,11.096143007278442,14.9515380859375,3.9039676189422607
heuristic_064.hgr,9.899179220199583,13.827888488769531,3.4279322624206543
heuristic_065.hgr,5.249414920806885,5.422534227371216,1.9820308685302728
heuristic_066.hgr,12.100248575210571,13.611416578292848,3.9074110984802246
heuristic_067.hgr,4.357120990753174,4.591080188751221,1.7500526905059814
heuristic_068.hgr,2.7865447998046875,3.7543375492095934,1.2309980392456057
heuristic_069.hgr,2.604264497756958,2.940931558609009,1.4841368198394775
heuristic_070.hgr,3.045428276062012,4.755084276199341,1.4967994689941406
heuristic_071.hgr,9.367128372192385,11.243513107299805,2.6890249252319336
heuristic_072.hgr,0.1101109981536865,0.2576601505279541,0.2021646499633789
heuristic_073.hgr,1.5472829341888428,1.8890833854675293,1.1442527770996094
heuristic_074.hgr,9.423341512680054,11.123289585113524,3.728111982345581
heuristic_075.hgr,7.727222204208374,8.128579139709473,2.9439446926116943
heuristic_076.hgr,0.1546039581298828,0.2485897541046142,0.1987197399139404
heuristic_077.hgr,0.1935703754425048,0.2304849624633789,0.3285832405090332
heuristic_078.hgr,24.06743097305298,25.03767156600952,8.999228477478027
heuristic_079.hgr,1.871784925460816,2.3707435131073,1.182817459106445
heuristic_080.hgr,0.0914685726165771,0.1554882526397705,0.2568144798278808
heuristic_081.hgr,22.016334533691406,25.710643768310547,9.012959003448486
heuristic_082.hgr,7.429048538208008,8.67026662826538,3.214895009994507
heuristic_083.hgr,0.1478705406188964,0.3310072422027588,0.0844969749450683
heuristic_084.hgr,0.0961389541625976,0.3452701568603515,0.1593525409698486
heuristic_085.hgr,14.068610906600952,17.06973123550415,10.906495332717896
heuristic_086.hgr,1.2813713550567627,1.6884336471557615,0.4604876041412353
heuristic_087.hgr,9.578614473342896,15.151287078857422,4.724647045135498
heuristic_088.hgr,20.68354797363281,20.610602855682373,8.40343952178955
heuristic_089.hgr,6.530449151992798,7.019912004470825,3.1151247024536133
heuristic_090.hgr,6.284172296524048,9.2014000415802,2.296099901199341
heuristic_091.hgr,10.711642026901243,13.082734823226929,5.252736330032349
heuristic_092.hgr,39.31842541694641,41.04925751686096,16.34559917449951
heuristic_093.hgr,4.523016929626465,6.289076805114746,1.6670737266540527
heuristic_094.hgr,16.892740964889526,18.8945050239563,7.227543830871582
heuristic_095.hgr,0.2494983673095703,0.185633897781372,0.0828645229339599
heuristic_096.hgr,0.4486291408538818,0.583080530166626,0.2215700149536132
heuristic_097.hgr,19.71860194206237,23.86648964881897,7.863036870956421
heuristic_098.hgr,0.0988893508911132,0.136824369430542,0.0921440124511718
heuristic_099.hgr,2.35054087638855,2.565894365310669,0.8681259155273438
heuristic_100.hgr,0.3071391582489013,0.4263997077941894,0.0977523326873779
AVERAGE,8.03412875175476,8.649584484100341,3.4605614066123964
